,GEOID,geometry,P_WrkAge,Pct_AO1,R_HiWageWk,D1B,D1C,D3A,D3AMM,D3APO,D3B,D4A,D5AR,D5CRI
5838,360610066008,"POLYGON ((-73.979304 40.740078, -73.979077 40.740393, -73.978616 40.741026, -73.977922 40.740718, -73.977313 40.740447, -73.976251 40.740026, -73.9767 40.73941, -73.977148 40.738796, -73.978193 40.739232, -73.97879 40.73948, -73.979518 40.739784, -73.979304 40.740078))",0.532,0.0,434.0,109.4549205,63.14706952,28.17304144,9.501966488,18.67107496,243.0262416,189.1,877391.0,0.718818255
5839,360610068004,"POLYGON ((-73.984749 40.739506, -73.984261 40.740172, -73.983119 40.739689, -73.983081 40.739673, -73.982665 40.739497, -73.983147 40.738832, -73.983632 40.738165, -73.98448 40.738523, -73.984514 40.738537, -73.985232 40.73884, -73.984749 40.739506))",0.574,0.246268657,817.0,311.0889162,112.3204503,32.96472854,20.82444821,12.14028033,99.15184582,0.0,962383.0,0.78844947
5840,360610068005,"POLYGON ((-73.983812 40.74079, -73.983362 40.741408, -73.982933 40.741227, -73.98291 40.741217, -73.982268 40.740947, -73.982254 40.740941, -73.981762 40.740733, -73.982211 40.740115, -73.982665 40.739497, -73.983081 40.739673, -73.983119 40.739689, -73.984261 40.740172, -73.983812 40.74079))",0.817,0.058565154,281.0,233.9718049,89.78375965,30.41879424,20.17151064,10.2472836,0.0,249.45,923497.0,0.75659142
5841,360610069000,"POLYGON ((-74.020639 40.730391, -74.020387 40.731425, -74.020062 40.732759, -74.019733 40.73275, -74.010997 40.732321, -74.011077 40.731449, -74.011094 40.731258, -74.011164 40.730444, -74.014072 40.730689, -74.014233 40.729525, -74.014357 40.728612, -74.014865 40.728669, -74.014886 40.728495, -74.020968 40.729037, -74.020639 40.730391))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0
5856,360610072002,"POLYGON ((-73.982279 40.745797, -73.981833 40.746417, -73.981361 40.747145, -73.979724 40.746402, -73.980209 40.745734, -73.980659 40.745115, -73.981109 40.744498, -73.982727 40.745181, -73.982279 40.745797))",0.857,0.033407572,463.0,172.0960512,776.0657201,45.67252719,35.12825007,6.703338499,134.894639,115.34,1163594.0,0.953295177
5857,360610072005,"POLYGON ((-73.980659 40.745115, -73.980209 40.745734, -73.978607 40.745058, -73.979058 40.744444, -73.979508 40.743825, -73.981109 40.744498, -73.980659 40.745115))",0.94,0.11827957,747.0,236.0801197,259.6380085,19.51805275,12.31684674,0.0,0.0,198.49,1067356.0,0.874450476
5858,360610073001,"POLYGON ((-74.006181 40.734439, -74.006069 40.735134, -74.00596 40.735845, -74.005126 40.735961, -74.004932 40.735304, -74.004748 40.73466, -74.004561 40.73401, -74.006294 40.733742, -74.006181 40.734439))",0.842,0.098550725,377.0,172.3924029,174.8598514,41.68796356,40.71220986,0.975753698,0.0,112.65,691019.0,0.566129664
5859,360610074002,"POLYGON ((-73.985243 40.744627, -73.984794 40.745244, -73.984344 40.745861, -73.982727 40.745181, -73.983177 40.744562, -73.983627 40.743945, -73.984078 40.743326, -73.985696 40.744008, -73.985243 40.744627))",0.522,0.067656766,641.0,132.7007192,924.3107258,33.3774853,27.29140599,6.086079307,68.38040279,131.43,1031336.0,0.844940447
5860,360610075000,"POLYGON ((-74.020062 40.732759, -74.019607 40.73463, -74.019427 40.735369, -74.019321 40.735807, -74.019184 40.736366, -74.013007 40.73612, -74.010659 40.736022, -74.010716 40.735344, -74.010761 40.734918, -74.010827 40.734283, -74.011996 40.734338, -74.012039 40.734062, -74.010842 40.734003, -74.010874 40.733617, -74.010903 40.733297, -74.014013 40.733332, -74.014021 40.733059, -74.010929 40.733023, -74.010997 40.732321, -74.019733 40.73275, -74.020062 40.732759))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0
5861,360610075001,"POLYGON ((-74.014013 40.733332, -74.010903 40.733297, -74.010874 40.733617, -74.010842 40.734003, -74.012039 40.734062, -74.011996 40.734338, -74.010827 40.734283, -74.010761 40.734918, -74.010716 40.735344, -74.010659 40.736022, -74.01014 40.736005, -74.00993 40.736004, -74.009989 40.735297, -74.010043 40.734589, -74.008436 40.734791, -74.00698 40.735002, -74.007012 40.734872, -74.007162 40.734296, -74.007344 40.733588, -74.007399 40.73337, -74.007523 40.732852, -74.008634 40.732643, -74.009869 40.73245, -74.010255 40.732398, -74.01045 40.732377, -74.010997 40.732321, -74.010929 40.733023, -74.014021 40.733059, -74.014013 40.733332))",0.78,0.235969388,717.0,86.77858986,28.21343613,59.25246734,26.4414198,24.45591932,266.7276941,0.0,721778.0,0.591329524
6012,360610078004,"POLYGON ((-73.977636 40.746392, -73.977188 40.74701, -73.976322 40.746638, -73.97679 40.746036, -73.975394 40.745442, -73.975881 40.744779, -73.97736 40.745404, -73.978121 40.745726, -73.977636 40.746392))",0.794,0.086099585,543.0,270.7761935,77.73791804,39.08327465,10.88533418,12.05569184,69.71588751,242.74,1165707.0,0.95502629
6013,360610078006,"POLYGON ((-73.974811 40.746261, -73.974667 40.746452, -73.974619 40.746518, -73.974496 40.746682, -73.974115 40.747199, -73.974044 40.747296, -73.973193 40.746941, -73.971657 40.746304, -73.971748 40.746186, -73.971944 40.745932, -73.972033 40.745805, -73.97213 40.745681, -73.97249 40.745184, -73.972576 40.745068, -73.974328 40.745806, -73.97471 40.745977, -73.974936 40.746078, -73.974811 40.746261))",0.615,0.301408451,687.0,224.7363313,24.90808887,65.98894611,28.16915001,0.001996051,72.13202207,207.87,1151525.0,0.943407433
6014,360610078007,"POLYGON ((-73.973592 40.747919, -73.972738 40.747558, -73.971228 40.746919, -73.971657 40.746304, -73.973193 40.746941, -73.974044 40.747296, -73.973592 40.747919))",0.863,0.149164678,808.0,381.8000025,43.12466025,50.92120766,43.03340351,0.6954722,144.5014794,242.74,1145351.0,0.938349274
6015,360610079000,"POLYGON ((-74.018399 40.739594, -74.018136 40.740667, -74.017887 40.741696, -74.017398 40.743706, -74.017344 40.743929, -74.017283 40.74418, -74.009331 40.742572, -74.009366 40.742299, -74.009528 40.741486, -74.009578 40.741211, -74.009664 40.740741, -74.011456 40.740818, -74.011481 40.740474, -74.011537 40.740145, -74.012345 40.740193, -74.01238 40.739752, -74.011616 40.739685, -74.011633 40.739589, -74.011637 40.739565, -74.011662 40.739224, -74.010394 40.739136, -74.010459 40.738365, -74.011263 40.7384, -74.011284 40.7381, -74.010484 40.738069, -74.010578 40.736971, -74.010659 40.736022, -74.013007 40.73612, -74.019184 40.736366, -74.018399 40.739594))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0
6018,360610079001,"POLYGON ((-74.012345 40.740193, -74.011537 40.740145, -74.011481 40.740474, -74.011456 40.740818, -74.009664 40.740741, -74.009578 40.741211, -74.009528 40.741486, -74.009366 40.742299, -74.009331 40.742572, -74.008893 40.742384, -74.008699 40.742362, -74.008204 40.742148, -74.00697 40.741628, -74.005366 40.740945, -74.005864 40.740261, -74.006334 40.739631, -74.006449 40.739405, -74.008051 40.739375, -74.008103 40.738759, -74.008154 40.738142, -74.009649 40.738146, -74.009854 40.738147, -74.009814 40.737566, -74.009844 40.736968, -74.00993 40.736004, -74.01014 40.736005, -74.010659 40.736022, -74.010578 40.736971, -74.010484 40.738069, -74.011284 40.7381, -74.011263 40.7384, -74.010459 40.738365, -74.010394 40.739136, -74.011662 40.739224, -74.011637 40.739565, -74.011633 40.739589, -74.011616 40.739685, -74.01238 40.739752, -74.012345 40.740193))",0.799,0.148459384,342.0,26.63213419,261.948314,47.37903604,23.72939771,16.91380173,169.2671692,308.46,702893.0,0.575857651
6019,360610080003,"POLYGON ((-73.978338 40.748303, -73.977888 40.748921, -73.976288 40.748245, -73.976354 40.748154, -73.976735 40.747628, -73.977188 40.74701, -73.977812 40.747273, -73.978788 40.747684, -73.978338 40.748303))",0.822,0.053459119,294.0,152.0779463,41.44541832,24.77216586,20.06563796,4.706527899,0.0,218.6,1193545.0,0.977833069
6020,360610080004,"POLYGON ((-73.980404 40.748366, -73.979954 40.748985, -73.978338 40.748303, -73.978788 40.747684, -73.979238 40.747068, -73.980853 40.747751, -73.980404 40.748366))",0.59,0.178712221,587.0,232.197635,95.24773678,18.91873599,18.91873599,0.0,0.0,96.56,1177767.0,0.964906661
6021,360610082003,"POLYGON ((-73.982024 40.74905, -73.981573 40.749668, -73.979954 40.748985, -73.980404 40.748366, -73.980853 40.747751, -73.982473 40.748432, -73.982024 40.74905))",0.69,0.082329317,542.0,150.8085353,748.0700614,10.42422989,10.42422989,0.0,0.0,0.0,1150242.0,0.942356313
6022,360610086012,"POLYGON ((-73.960652 40.74414, -73.960513 40.744108, -73.960563 40.744024, -73.960677 40.74404, -73.960652 40.74414))",0.929,0.186978297,567.0,172.9105934,9.512490864,72.4203846,19.55836757,19.03354406,223.5596984,132.77,1071452.0,0.877806197
6023,360610086021,"POLYGON ((-73.96994 40.748908, -73.969642 40.749158, -73.969545 40.749205, -73.96932 40.749517, -73.968908 40.750112, -73.968427 40.750764, -73.967974 40.751366, -73.967777 40.751626, -73.967797 40.751717, -73.967698 40.752041, -73.967261 40.75264, -73.967227 40.752688, -73.967104 40.752636, -73.967018 40.752601, -73.966882 40.752545, -73.965471 40.75194, -73.965324 40.751931, -73.965185 40.751952, -73.965055 40.751813, -73.964862 40.752011, -73.964821 40.751899, -73.964772 40.751788, -73.964715 40.751717, -73.967697 40.747866, -73.967977 40.748005, -73.968126 40.74807, -73.968147 40.74808, -73.968196 40.748104, -73.968295 40.748197, -73.968311 40.748206, -73.968462 40.748292, -73.969612 40.748767, -73.969666 40.748789, -73.96975 40.748827, -73.969845 40.748801, -73.9699 40.748827, -73.969987 40.748869, -73.96994 40.748908))",0.0,0.0,75.0,0.0,14.02769798,41.37685915,5.387192425,8.858345827,97.0966451,265.54,982421.0,0.80486596
6024,360610086031,"POLYGON ((-73.964512 40.756126, -73.964325 40.756381, -73.96367 40.756107, -73.963302 40.755954, -73.963107 40.755872, -73.962563 40.755647, -73.9621 40.755455, -73.961773 40.755284, -73.961877 40.755197, -73.961999 40.75516, -73.962285 40.754912, -73.962404 40.754833, -73.962444 40.754819, -73.962503 40.75481, -73.96255 40.754813, -73.963176 40.755077, -73.963212 40.755092, -73.963771 40.755327, -73.964064 40.755451, -73.964786 40.755756, -73.964512 40.756126))",0.48,0.404907975,485.0,323.8564041,36.16670503,72.44906142,41.5480117,9.394328363,183.9492831,374.17,924830.0,0.757683504
6025,360610086032,"POLYGON ((-73.964786 40.755756, -73.964064 40.755451, -73.963771 40.755327, -73.963212 40.755092, -73.963176 40.755077, -73.96255 40.754813, -73.962503 40.75481, -73.962444 40.754819, -73.962404 40.754833, -73.962285 40.754912, -73.961999 40.75516, -73.961877 40.755197, -73.961773 40.755284, -73.961633 40.755239, -73.961565 40.755208, -73.963018 40.753585, -73.963185 40.753415, -73.963268 40.753459, -73.963406 40.75352, -73.9633 40.753641, -73.96288 40.754121, -73.96311 40.754219, -73.963636 40.754444, -73.963658 40.754453, -73.96524 40.75513, -73.964786 40.755756))",0.563,0.198961938,294.0,160.5307862,54.56711755,32.79209824,0.04721279,12.99521584,0.0,337.96,969478.0,0.794262176
6026,360610086034,"POLYGON ((-73.967148 40.752768, -73.967035 40.752857, -73.96692 40.752977, -73.966756 40.753189, -73.966711 40.753213, -73.966616 40.753244, -73.966536 40.75335, -73.966366 40.753586, -73.966352 40.753605, -73.966157 40.753878, -73.965696 40.754505, -73.964347 40.753935, -73.96402 40.7538, -73.963406 40.75352, -73.963268 40.753459, -73.963185 40.753415, -73.964715 40.751717, -73.964772 40.751788, -73.964821 40.751899, -73.964862 40.752011, -73.965055 40.751813, -73.965185 40.751952, -73.965324 40.751931, -73.965471 40.75194, -73.966882 40.752545, -73.967018 40.752601, -73.967104 40.752636, -73.967227 40.752688, -73.967148 40.752768))",0.51,0.347394541,412.0,98.22645485,26.74916851,53.73585682,24.80920801,1.475692128,0.0,227.99,859497.0,0.704158276
6027,360610087005,"POLYGON ((-73.997434 40.741642, -73.997007 40.742228, -73.994165 40.741031, -73.994593 40.740442, -73.995018 40.73986, -73.997862 40.741056, -73.997434 40.741642))",0.931,0.151948052,428.0,263.8143888,47.94816569,21.37257457,16.13738634,0.0,0.0,0.0,734365.0,0.601641649
6028,360610088005,"POLYGON ((-73.971263 40.751122, -73.968973 40.750138, -73.968908 40.750112, -73.96932 40.749517, -73.969371 40.749532, -73.969743 40.749647, -73.969946 40.749747, -73.971713 40.750494, -73.971263 40.751122))",0.632,0.173076923,384.0,217.061957,88.04069002,33.1302406,24.30322096,1.062499865,0.0,258.84,944664.0,0.773932863
6029,360610089005,"POLYGON ((-74.001812 40.745826, -73.998972 40.74463, -73.999422 40.744009, -74.002265 40.745207, -74.001812 40.745826))",0.772,0.168333333,492.0,149.7549417,53.60439715,20.36973463,20.36973463,0.0,0.0,245.42,778183.0,0.637540328
6030,360610090006,"POLYGON ((-73.972136 40.753943, -73.971239 40.753566, -73.970663 40.753325, -73.969886 40.752999, -73.970341 40.752379, -73.970733 40.752543, -73.971683 40.75294, -73.972588 40.753318, -73.972136 40.753943))",0.766,0.157836645,548.0,318.2565243,379.0577707,18.66491575,11.45411831,0.166681384,0.0,151.55,1090538.0,0.893442744
6031,360610093006,"POLYGON ((-74.002785 40.749592, -74.001412 40.749014, -74.001203 40.748927, -74.00088 40.748792, -74.000547 40.748653, -73.999938 40.7484, -74.000399 40.747767, -74.001112 40.74807, -74.001275 40.748139, -74.001582 40.74827, -74.001703 40.748321, -74.003236 40.748974, -74.002785 40.749592))",0.638,0.199056604,527.0,509.6565601,17.6641274,42.30162345,36.33265994,0.0,0.0,266.88,879462.0,0.720514959
6032,360610093007,"POLYGON ((-74.004168 40.74769, -74.001326 40.746492, -74.001812 40.745826, -74.004653 40.747023, -74.004168 40.74769))",0.787,0.352238806,288.0,77.74875177,58.22440155,43.76501659,18.93189133,18.94220136,0.0,0.0,745875.0,0.611071422
6033,360610097003,"POLYGON ((-73.998722 40.748804, -73.998801 40.74886, -73.998663 40.749025, -73.998304 40.749093, -73.998426 40.749495, -73.998146 40.749495, -73.997819 40.749489, -73.997592 40.749425, -73.997224 40.749284, -73.997008 40.74914, -73.996853 40.748968, -73.997226 40.748788, -73.997918 40.747549, -73.999243 40.748107, -73.998722 40.748804))",0.501,0.391304348,152.0,142.2863195,4.544771876,58.61264115,18.0247154,40.58792575,522.3271358,245.42,879251.0,0.720342093
6034,360610098004,"POLYGON ((-73.968889 40.754371, -73.968648 40.7547, -73.96852 40.754877, -73.966157 40.753878, -73.966352 40.753605, -73.966366 40.753586, -73.966536 40.75335, -73.966616 40.753244, -73.968978 40.754251, -73.968889 40.754371))",0.778,0.18989899,440.0,185.0892089,53.13565806,25.03495062,25.03495062,0.0,141.6950882,0.0,956889.0,0.783948412
6035,360610098006,"POLYGON ((-73.967791 40.755878, -73.967607 40.756132, -73.967152 40.756766, -73.965739 40.756163, -73.964786 40.755756, -73.96524 40.75513, -73.965431 40.754866, -73.965696 40.754505, -73.968065 40.755504, -73.967791 40.755878))",0.687,0.139289145,649.0,205.4157012,45.27801517,10.05144108,10.05144108,0.0,0.0,297.73,872900.0,0.715138923
6036,360610106010,"POLYGON ((-73.960849 40.755732, -73.958811 40.758256, -73.958478 40.75854, -73.955527 40.757243, -73.958482 40.753932, -73.958614 40.753848, -73.961565 40.755208, -73.960849 40.755732))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0
6037,360610106014,"POLYGON ((-73.963412 40.757637, -73.96296 40.757446, -73.962524 40.757263, -73.961885 40.756994, -73.961158 40.756688, -73.961622 40.756059, -73.962152 40.756282, -73.96262 40.756479, -73.962979 40.756631, -73.963871 40.757008, -73.963412 40.757637))",0.363,0.215246637,390.0,229.8712902,121.6828793,54.3488911,39.95540296,6.968264958,148.9044795,0.0,908725.0,0.744489195
6038,360610106020,"POLYGON ((-73.958411 40.758598, -73.958401 40.758606, -73.956941 40.759889, -73.956313 40.760477, -73.953843 40.759355, -73.955462 40.757316, -73.955527 40.757243, -73.958478 40.75854, -73.958411 40.758598))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0
6224,360610110004,"POLYGON ((-73.962064 40.763735, -73.961275 40.763404, -73.959695 40.76274, -73.96015 40.762115, -73.961541 40.762701, -73.96157 40.762713, -73.962515 40.763113, -73.962064 40.763735))",0.873,0.330788804,465.0,151.2625523,99.57372154,21.65916316,7.516168668,0.0,0.0,262.86,1011048.0,0.828319141
6225,360610110006,"POLYGON ((-73.964016 40.761036, -73.963884 40.761233, -73.963823 40.761315, -73.963734 40.761435, -73.963424 40.761859, -73.962974 40.762487, -73.961993 40.762072, -73.960607 40.761488, -73.961068 40.760858, -73.961127 40.760775, -73.961426 40.760362, -73.961522 40.760231, -73.961531 40.760219, -73.961552 40.76019, -73.96162 40.760094, -73.961644 40.76006, -73.961679 40.760015, -73.961727 40.75995, -73.961777 40.75988, -73.961966 40.759619, -73.963556 40.760281, -73.964314 40.760599, -73.964016 40.761036))",0.749,0.069954128,603.0,107.2102614,58.34927815,57.58906531,16.56906132,0.0,0.0,164.96,992338.0,0.812990639
6226,360610116000,"POLYGON ((-73.955783 40.760951, -73.953353 40.763382, -73.952308 40.764555, -73.949972 40.763646, -73.951517 40.761974, -73.951776 40.761578, -73.952109 40.761, -73.952403 40.760628, -73.952541 40.76049, -73.953167 40.759873, -73.953606 40.759536, -73.953843 40.759355, -73.956313 40.760477, -73.955783 40.760951))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0
6227,360610117000,"POLYGON ((-74.010136 40.762882, -74.010046 40.763006, -74.009884 40.763226, -74.009525 40.763719, -74.008603 40.764981, -74.008212 40.764823, -74.004683 40.763432, -74.001716 40.762208, -74.002155 40.761704, -74.004452 40.762681, -74.004589 40.762494, -74.002296 40.761542, -74.002748 40.761024, -74.002798 40.760943, -74.003191 40.76106, -74.003411 40.760739, -74.003604 40.760457, -74.003826 40.760133, -74.004555 40.760437, -74.005901 40.760997, -74.009852 40.762585, -74.010235 40.762747, -74.010136 40.762882))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0
6228,360610118006,"POLYGON ((-73.961607 40.764367, -73.961131 40.764166, -73.960119 40.763738, -73.95924 40.763366, -73.959695 40.76274, -73.961275 40.763404, -73.962064 40.763735, -73.961607 40.764367))",0.781,0.284431138,505.0,332.9357119,86.5632851,46.86884397,32.72439251,0.0,0.0,307.12,891005.0,0.729971768
6229,360610118007,"POLYGON ((-73.963401 40.765911, -73.96294 40.765722, -73.961542 40.765148, -73.961148 40.764987, -73.961607 40.764367, -73.963843 40.765309, -73.963401 40.765911))",0.624,0.303030303,157.0,298.7919768,139.9984988,58.58710726,31.82641051,19.38585981,0.0,175.69,999194.0,0.81860754
6230,360610124000,"POLYGON ((-73.951782 40.765115, -73.951219 40.765768, -73.950659 40.766415, -73.950093 40.767036, -73.94773 40.766084, -73.949102 40.76438, -73.949337 40.764337, -73.949972 40.763646, -73.952308 40.764555, -73.951782 40.765115))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0
6231,360610124005,"POLYGON ((-73.956956 40.766493, -73.956445 40.766278, -73.956432 40.766273, -73.956366 40.766245, -73.955454 40.765861, -73.954701 40.765545, -73.95516 40.764918, -73.956941 40.765669, -73.957412 40.765868, -73.956956 40.766493))",0.512,0.622710623,405.0,172.474304,214.8323081,19.14574124,11.69600818,7.449733053,99.89936347,202.51,844849.0,0.69215764
6232,360610124007,"POLYGON ((-73.953749 40.766853, -73.953286 40.766656, -73.952366 40.766267, -73.951859 40.766051, -73.951545 40.765918, -73.95144 40.765873, -73.951333 40.765822, -73.951219 40.765768, -73.951782 40.765115, -73.951917 40.765176, -73.952029 40.765235, -73.952127 40.765272, -73.952472 40.76542, -73.954248 40.766165, -73.953749 40.766853))",0.572,0.527932961,230.0,152.1815748,161.1454159,42.07910258,6.663912812,22.02344796,82.29217798,0.0,922457.0,0.755739381
6233,360610124008,"POLYGON ((-73.954248 40.766165, -73.952472 40.76542, -73.952127 40.765272, -73.952029 40.765235, -73.951917 40.765176, -73.951782 40.765115, -73.952308 40.764555, -73.95244 40.764585, -73.952573 40.764645, -73.952639 40.764673, -73.954701 40.765545, -73.954248 40.766165))",1.0,0.0,250.0,70.5212074,1309.28189,55.34710727,12.86323673,22.4689869,0.0,249.45,922837.0,0.756050703
6234,360610127005,"POLYGON ((-73.988947 40.763486, -73.987594 40.762916, -73.986104 40.76229, -73.986561 40.76166, -73.987524 40.762066, -73.989401 40.762859, -73.988947 40.763486))",1.0,0.09487666,317.0,140.9033631,1053.16469,23.27408088,23.18879999,0.0,0.0,213.24,880828.0,0.721634079
6235,360610134007,"POLYGON ((-73.956479 40.771388, -73.955055 40.770786, -73.954112 40.770389, -73.954575 40.769755, -73.955014 40.76994, -73.955435 40.770117, -73.956165 40.770425, -73.956941 40.770753, -73.956479 40.771388))",0.677,0.367541766,532.0,491.7978582,99.37086808,34.86059494,27.78319437,0.0,0.0,150.21,782154.0,0.640793641
6236,360610134008,"POLYGON ((-73.956941 40.770753, -73.956165 40.770425, -73.955435 40.770117, -73.955014 40.76994, -73.954575 40.769755, -73.954756 40.769506, -73.955037 40.76912, -73.956672 40.76981, -73.957404 40.77012, -73.956941 40.770753))",0.674,0.159349593,651.0,566.0046934,75.23264872,13.56482926,6.496646933,0.0,0.0,223.97,871113.0,0.713674892
6237,360610134009,"POLYGON ((-73.956015 40.77202, -73.955553 40.772654, -73.953807 40.771918, -73.953662 40.771856, -73.953188 40.771657, -73.953649 40.771024, -73.955627 40.771856, -73.956015 40.77202))",0.455,0.0,373.0,82.41082785,64.78284328,29.06487154,21.9793965,0.0,0.0,191.78,746157.0,0.611302456
6238,360610138005,"POLYGON ((-73.953628 40.775291, -73.951261 40.774292, -73.951723 40.773657, -73.954092 40.774656, -73.953628 40.775291))",0.781,0.199013158,509.0,231.8436202,73.76842462,27.39473435,27.39473435,0.0,0.0,324.55,824281.0,0.675306939
6239,360610138008,"POLYGON ((-73.955055 40.773337, -73.954556 40.77402, -73.954432 40.773968, -73.954264 40.773897, -73.95408 40.773819, -73.953897 40.773742, -73.952186 40.77302, -73.952686 40.77234, -73.953473 40.772671, -73.954087 40.772929, -73.954656 40.773169, -73.955055 40.773337))",0.623,0.478346457,736.0,158.6436568,72.27780501,22.97745844,11.11146175,7.644142904,0.0,150.21,868961.0,0.711911827
6240,360610138009,"POLYGON ((-73.956798 40.774967, -73.956251 40.774736, -73.955933 40.774602, -73.955116 40.774255, -73.95508 40.77424, -73.954991 40.774203, -73.954725 40.774091, -73.954556 40.77402, -73.955055 40.773337, -73.956716 40.774038, -73.957294 40.774283, -73.956798 40.774967))",0.363,0.441441441,685.0,373.0766911,142.2476118,28.93666388,0.0,18.45537866,0.0,0.0,787981.0,0.645567515
6402,360610139004,"POLYGON ((-73.986932 40.766244, -73.986659 40.766616, -73.985631 40.766182, -73.984238 40.765593, -73.983822 40.765418, -73.984283 40.764792, -73.987122 40.765989, -73.986932 40.766244))",0.776,0.085477941,595.0,325.2521691,83.16527557,24.07722911,20.0997976,0.0,0.0,308.46,783606.0,0.641983218
6403,360610139006,"POLYGON ((-73.986 40.767523, -73.985716 40.767918, -73.9843 40.767317, -73.984163 40.767258, -73.984057 40.767214, -73.983635 40.767036, -73.983372 40.766924, -73.982877 40.766715, -73.983367 40.766045, -73.98414 40.766371, -73.984628 40.766577, -73.984742 40.766626, -73.986204 40.767243, -73.986 40.767523))",0.66,0.148962149,500.0,262.9189847,615.1508043,19.46531489,18.78056093,0.0,0.0,199.83,901722.0,0.738751862
6404,360610139007,"POLYGON ((-73.985218 40.768595, -73.984041 40.768099, -73.983819 40.768005, -73.982985 40.767654, -73.98238 40.7674, -73.982877 40.766715, -73.983372 40.766924, -73.983635 40.767036, -73.984057 40.767214, -73.984163 40.767258, -73.9843 40.767317, -73.985716 40.767918, -73.985218 40.768595))",0.709,0.143023256,675.0,224.1951662,181.3694533,20.70091251,0.0,18.5358468,0.0,193.12,892022.0,0.730804963
6405,360610144013,"POLYGON ((-73.947624 40.775246, -73.945267 40.774252, -73.945728 40.773622, -73.948084 40.774611, -73.947624 40.775246))",0.699,0.185964912,421.0,206.4045263,95.77524742,14.03676741,7.382322191,6.654445223,236.5292105,439.89,749610.0,0.614131388
6406,360610144023,"POLYGON ((-73.947968 40.778807, -73.945711 40.77786, -73.94617 40.777231, -73.948422 40.778182, -73.947968 40.778807))",0.586,0.308306709,366.0,231.1258426,15.90109964,13.82404636,0.0,13.82404636,143.3339522,347.35,732112.0,0.599795838
6407,360610144024,"POLYGON ((-73.946862 40.776283, -73.946748 40.776439, -73.946628 40.776604, -73.944761 40.775813, -73.944439 40.775677, -73.944278 40.775608, -73.944765 40.774936, -73.945275 40.775148, -73.947122 40.775929, -73.946862 40.776283))",0.574,0.312727273,867.0,84.64828617,10.30111419,60.08303139,7.514659651,36.42873491,384.863587,312.48,810241.0,0.663804418
6408,360610146012,"POLYGON ((-73.951743 40.777875, -73.950637 40.777409, -73.949374 40.776876, -73.949872 40.776196, -73.950828 40.776598, -73.951732 40.776979, -73.95224 40.777194, -73.951743 40.777875))",0.888,0.061420345,372.0,185.1142191,181.6369354,21.98817104,0.897575117,7.45594161,0.0,96.56,811811.0,0.665090668
6421,360610146023,"POLYGON ((-73.950336 40.77981, -73.948444 40.779008, -73.947968 40.778807, -73.948422 40.778182, -73.950792 40.779179, -73.950336 40.77981))",0.769,0.240202276,457.0,258.5331788,40.0137336,23.11939394,20.23531135,0.0,0.0,242.74,810513.0,0.664027259
6422,360610146025,"POLYGON ((-73.950792 40.779179, -73.948422 40.778182, -73.94888 40.777553, -73.950106 40.77807, -73.951248 40.778551, -73.950792 40.779179))",0.536,0.265107212,442.0,214.247394,82.36868722,19.07319208,15.09253455,0.0,0.0,246.77,816821.0,0.6691952
6423,360610146026,"POLYGON ((-73.951431 40.7783, -73.951248 40.778551, -73.950106 40.77807, -73.94888 40.777553, -73.94897 40.777429, -73.949374 40.776876, -73.950637 40.777409, -73.951743 40.777875, -73.951431 40.7783))",0.596,0.305900621,678.0,261.1995163,39.55071541,30.88434555,18.64088738,11.1420611,0.0,100.58,825691.0,0.676462106
6424,360610148012,"POLYGON ((-73.957202 40.780179, -73.955585 40.779496, -73.953984 40.778822, -73.954482 40.778139, -73.956082 40.778814, -73.957702 40.779496, -73.957202 40.780179))",0.463,0.365914787,541.0,240.4423056,142.3117897,34.27797271,25.05595603,9.222016678,0.0,0.0,777434.0,0.636926697
6425,360610149003,"POLYGON ((-73.982195 40.772864, -73.982072 40.772989, -73.979193 40.771782, -73.979652 40.771156, -73.980842 40.771652, -73.982182 40.772212, -73.98259 40.772345, -73.982195 40.772864))",0.797,0.227163462,363.0,253.6102483,101.1915713,32.76295921,21.76372392,1.102237162,0.0,205.19,742666.0,0.608442392
6426,360610149004,"POLYGON ((-73.98259 40.772345, -73.982182 40.772212, -73.980842 40.771652, -73.979652 40.771156, -73.980112 40.770529, -73.98105 40.770925, -73.981295 40.771029, -73.982159 40.771394, -73.983033 40.771762, -73.98259 40.772345))",0.483,0.378223496,323.0,79.05828979,364.0698149,22.3918791,10.29421872,0.0,0.0,132.77,811480.0,0.664819491
